"age","job","marital","education","default","balance","housing","loan","contact","day","month","campaign","pdays","previous","poutcome","Gender","y"
22,"blue-collar","married","secondary","no",234,"yes","no","cellular",6,"may",1,358,1,"failure","Unknown","0"
35,"management","married","tertiary","no",8160,"no","no","cellular",13,"may",1,94,3,"success","Unknown","1"
44,"blue-collar","single","secondary","no",719,"yes","yes","cellular",6,"apr",3,-1,0,"unknown","Unknown","1"
27,"blue-collar","divorced","secondary","no",0,"yes","no","telephone",13,"may",1,348,3,"failure","Unknown","0"
42,"management","married","primary","no",5204,"yes","no","cellular",25,"nov",2,94,4,"success","Unknown","1"
27,"admin.","single","secondary","no",579,"yes","no","cellular",13,"may",2,-1,0,"unknown","1","0"
46,"technician","married","tertiary","no",208,"yes","no","cellular",14,"may",1,360,2,"other","Unknown","0"
37,"management","married","tertiary","no",3017,"yes","no","cellular",13,"may",1,88,10,"success","0","1"
63,"management","married","tertiary","no",2646,"no","no","cellular",2,"aug",2,384,3,"success","Unknown","1"
28,"technician","single","secondary","no",114,"no","no","cellular",13,"aug",3,110,1,"failure","Unknown","1"
35,"management","single","tertiary","no",59,"yes","no","cellular",5,"may",4,15,3,"success","Unknown","0"
31,"management","single","tertiary","no",1743,"yes","no","telephone",29,"jul",3,440,3,"failure","Unknown","1"
41,"blue-collar","married","secondary","yes",-618,"yes","yes","unknown",26,"may",1,-1,0,"unknown","Unknown","0"
33,"technician","married","secondary","no",2036,"yes","yes","unknown",29,"may",3,-1,0,"unknown","Unknown","0"
34,"management","married","tertiary","no",-16,"no","no","cellular",8,"aug",2,-1,0,"unknown","Unknown","0"
35,"technician","married","secondary","no",5020,"yes","no","cellular",17,"nov",4,199,17,"other","Unknown","1"
53,"management","married","unknown","no",2195,"yes","no","cellular",2,"jun",2,393,1,"success","0","1"
54,"admin.","married","secondary","no",185,"yes","yes","telephone",17,"nov",1,-1,0,"unknown","Unknown","0"
61,"management","married","tertiary","no",6257,"no","no","cellular",2,"feb",3,-1,0,"unknown","Unknown","1"
32,"blue-collar","married","secondary","no",243,"yes","no","unknown",15,"may",10,-1,0,"unknown","Unknown","0"
32,"admin.","single","secondary","no",327,"no","yes","cellular",23,"apr",4,158,1,"other","Unknown","0"
41,"management","married","tertiary","no",19,"yes","no","cellular",17,"nov",1,151,2,"failure","Unknown","0"
31,"management","single","tertiary","no",61,"yes","yes","cellular",6,"may",2,345,1,"failure","Unknown","1"
49,"technician","married","tertiary","no",0,"no","yes","cellular",28,"jul",5,255,1,"failure","Unknown","0"
37,"technician","single","tertiary","no",876,"yes","no","unknown",23,"may",4,-1,0,"unknown","1","0"
32,"admin.","married","secondary","no",775,"yes","no","cellular",6,"may",2,171,5,"failure","Unknown","1"
52,"technician","married","tertiary","no",0,"no","no","cellular",9,"nov",3,97,7,"failure","Unknown","1"
26,"admin.","single","secondary","no",252,"no","no","cellular",30,"apr",1,84,1,"success","Unknown","1"
58,"technician","married","primary","no",4240,"no","no","cellular",15,"oct",5,253,5,"failure","Unknown","1"
57,"technician","married","unknown","no",599,"no","no","telephone",5,"feb",3,-1,0,"unknown","1","0"
36,"management","married","tertiary","no",84,"no","no","cellular",2,"feb",1,169,4,"success","Unknown","0"
40,"technician","divorced","secondary","no",15,"yes","no","telephone",12,"may",12,364,5,"other","0","0"
30,"technician","single","tertiary","no",1630,"no","no","cellular",12,"oct",3,99,6,"other","Unknown","0"
42,"blue-collar","married","primary","no",21,"yes","no","cellular",13,"may",5,302,11,"other","Unknown","0"
34,"technician","married","secondary","no",116,"yes","yes","cellular",4,"jun",1,300,3,"other","Unknown","0"
59,"admin.","married","secondary","no",1559,"yes","no","cellular",22,"aug",11,-1,0,"unknown","0","1"
34,"management","divorced","tertiary","no",0,"no","no","cellular",5,"feb",4,177,3,"failure","Unknown","0"
42,"blue-collar","married","unknown","no",388,"yes","no","unknown",5,"may",2,-1,0,"unknown","Unknown","0"
34,"technician","single","tertiary","no",594,"no","no","cellular",28,"aug",1,93,1,"failure","Unknown","0"
32,"admin.","married","secondary","no",55,"yes","no","cellular",2,"feb",1,258,1,"other","Unknown","0"
55,"management","divorced","tertiary","no",-594,"no","no","cellular",26,"aug",2,-1,0,"unknown","Unknown","0"
37,"admin.","married","tertiary","no",3991,"yes","no","cellular",16,"jul",2,79,1,"success","Unknown","0"
33,"management","single","tertiary","no",1451,"yes","no","cellular",16,"apr",3,250,2,"other","Unknown","0"
34,"blue-collar","married","secondary","no",2780,"yes","no","unknown",20,"jun",25,-1,0,"unknown","Unknown","0"
31,"admin.","single","secondary","no",1388,"yes","no","cellular",18,"may",2,363,1,"failure","Unknown","0"
35,"management","single","tertiary","no",2231,"yes","no","cellular",29,"jul",1,181,13,"other","Unknown","0"
32,"blue-collar","married","secondary","no",34,"yes","no","cellular",5,"may",2,-1,0,"unknown","Unknown","0"
34,"admin.","married","tertiary","no",0,"no","no","cellular",30,"jul",1,174,2,"success","Unknown","1"
51,"technician","single","secondary","no",516,"yes","no","cellular",30,"jan",1,2,3,"other","Unknown","0"
33,"management","single","tertiary","no",1942,"no","no","cellular",13,"jul",1,179,1,"failure","Unknown","1"
33,"blue-collar","married","secondary","no",1908,"yes","no","unknown",8,"may",2,-1,0,"unknown","Unknown","0"
31,"admin.","married","secondary","no",3113,"yes","yes","cellular",20,"nov",2,175,2,"failure","Unknown","0"
29,"blue-collar","single","secondary","no",309,"no","no","unknown",14,"jun",1,96,6,"other","0","1"
34,"blue-collar","married","secondary","no",1435,"yes","no","cellular",28,"aug",3,125,5,"other","Unknown","1"
52,"management","married","tertiary","no",560,"no","no","cellular",17,"nov",1,91,2,"failure","Unknown","1"
34,"technician","married","secondary","no",0,"yes","no","cellular",3,"aug",1,470,2,"failure","Unknown","1"
33,"management","married","tertiary","no",266,"yes","no","cellular",13,"nov",2,95,2,"success","Unknown","1"
26,"blue-collar","single","secondary","no",180,"no","no","cellular",3,"feb",2,6,1,"other","Unknown","0"
34,"management","married","tertiary","no",540,"yes","no","cellular",16,"jul",1,-1,0,"unknown","Unknown","0"
37,"management","single","tertiary","no",1017,"yes","no","cellular",1,"oct",1,121,1,"failure","1","1"
32,"blue-collar","single","secondary","no",206,"yes","no","cellular",15,"may",3,-1,0,"unknown","Unknown","1"
60,"admin.","divorced","secondary","no",663,"no","yes","cellular",30,"jan",3,193,1,"other","Unknown","0"
23,"blue-collar","single","secondary","no",803,"yes","no","cellular",15,"may",1,-1,0,"unknown","Unknown","1"
36,"technician","married","tertiary","no",875,"yes","yes","cellular",25,"may",2,21,3,"failure","0","1"
42,"technician","single","tertiary","no",2494,"no","no","cellular",29,"jul",2,-1,0,"unknown","Unknown","1"
34,"blue-collar","single","primary","no",-114,"yes","no","cellular",15,"jul",4,-1,0,"unknown","Unknown","1"
37,"technician","married","secondary","no",485,"no","no","cellular",22,"oct",2,186,8,"other","Unknown","1"
36,"admin.","married","secondary","no",421,"yes","no","cellular",20,"apr",2,331,3,"other","Unknown","0"
34,"technician","married","secondary","no",-125,"yes","no","cellular",17,"apr",2,-1,0,"unknown","Unknown","0"
36,"technician","single","secondary","no",28,"yes","no","cellular",9,"feb",1,273,2,"success","Unknown","1"
59,"management","married","tertiary","no",3342,"no","no","cellular",18,"mar",2,188,6,"other","Unknown","1"
36,"technician","single","secondary","no",368,"no","no","cellular",13,"nov",1,88,1,"success","Unknown","1"
36,"technician","single","secondary","no",1818,"yes","no","cellular",4,"feb",1,268,1,"failure","Unknown","0"
44,"blue-collar","married","secondary","no",1311,"yes","no","telephone",25,"oct",1,89,2,"other","Unknown","0"
50,"technician","married","tertiary","no",2909,"yes","no","unknown",15,"may",5,-1,0,"unknown","0","0"
48,"admin.","married","secondary","no",475,"no","no","cellular",6,"aug",2,-1,0,"unknown","Unknown","0"
31,"management","single","tertiary","no",3268,"yes","no","cellular",18,"nov",1,124,1,"failure","Unknown","0"
34,"management","married","tertiary","no",1778,"no","no","cellular",5,"aug",2,183,4,"failure","Unknown","0"
29,"blue-collar","married","primary","no",986,"yes","no","unknown",27,"may",1,-1,0,"unknown","Unknown","0"
35,"technician","married","secondary","no",152,"yes","no","cellular",29,"jan",1,233,2,"failure","Unknown","0"
49,"blue-collar","married","primary","no",777,"yes","no","cellular",7,"may",2,371,4,"failure","1","0"
33,"technician","single","secondary","no",2949,"no","no","cellular",5,"aug",2,450,1,"failure","Unknown","1"
38,"management","married","tertiary","no",-122,"yes","no","cellular",11,"may",1,371,2,"failure","Unknown","0"
35,"blue-collar","single","secondary","no",138,"yes","no","cellular",7,"may",2,173,1,"failure","Unknown","0"
30,"management","married","tertiary","no",0,"yes","no","cellular",9,"jul",1,-1,0,"unknown","Unknown","0"
39,"blue-collar","married","tertiary","no",573,"no","no","cellular",16,"jul",6,-1,0,"unknown","Unknown","1"
37,"admin.","single","tertiary","no",3796,"yes","no","cellular",17,"apr",1,331,1,"failure","Unknown","0"
54,"management","married","tertiary","no",1004,"no","yes","cellular",30,"apr",1,162,2,"failure","Unknown","1"
36,"admin.","married","tertiary","no",3253,"no","no","cellular",4,"may",11,-1,0,"unknown","Unknown","1"
28,"management","single","tertiary","no",180,"no","no","cellular",10,"sep",1,92,2,"success","Unknown","1"
33,"technician","single","secondary","no",7037,"no","yes","cellular",21,"nov",1,-1,0,"unknown","Unknown","0"
46,"admin.","married","tertiary","no",2424,"no","no","cellular",3,"sep",1,89,8,"success","Unknown","1"
38,"blue-collar","single","secondary","no",5030,"yes","no","cellular",21,"nov",2,165,2,"other","Unknown","0"
32,"technician","married","tertiary","no",1943,"no","no","cellular",27,"aug",16,-1,0,"unknown","Unknown","0"
27,"blue-collar","single","secondary","no",514,"no","no","cellular",16,"nov",1,89,1,"success","Unknown","1"
50,"management","married","tertiary","no",1968,"no","no","cellular",6,"aug",3,-1,0,"unknown","Unknown","0"
31,"technician","single","secondary","no",1158,"yes","no","unknown",2,"jun",2,-1,0,"unknown","Unknown","0"
60,"admin.","married","secondary","no",3810,"no","no","cellular",22,"mar",1,87,10,"success","0","1"
47,"blue-collar","married","secondary","no",3366,"yes","no","cellular",18,"nov",1,191,3,"failure","Unknown","0"
47,"management","single","tertiary","no",351,"yes","no","cellular",28,"jun",3,90,9,"success","Unknown","1"
35,"admin.","single","secondary","no",312,"no","no","cellular",24,"sep",2,200,10,"other","Unknown","1"
30,"management","single","tertiary","no",0,"yes","no","cellular",5,"may",1,352,7,"failure","0","0"
42,"management","married","tertiary","no",1862,"no","no","cellular",9,"apr",1,329,1,"failure","Unknown","0"
33,"technician","single","secondary","no",773,"yes","no","cellular",3,"jun",1,26,1,"failure","Unknown","0"
30,"admin.","married","tertiary","no",585,"yes","no","cellular",17,"aug",1,-1,0,"unknown","Unknown","0"
26,"blue-collar","single","primary","no",950,"no","no","cellular",29,"jan",1,-1,0,"unknown","1","1"
70,"management","married","tertiary","no",9662,"no","no","cellular",18,"aug",2,-1,0,"unknown","Unknown","0"
46,"unknown","married","unknown","no",582,"no","no","unknown",6,"jun",1,-1,0,"unknown","Unknown","0"
58,"admin.","married","secondary","no",4565,"yes","no","cellular",23,"jun",4,141,1,"other","Unknown","1"
28,"blue-collar","single","primary","no",0,"yes","yes","unknown",3,"jun",4,-1,0,"unknown","Unknown","0"
31,"management","married","tertiary","no",138,"yes","no","cellular",4,"feb",2,248,7,"other","1","1"
35,"technician","divorced","secondary","no",2666,"yes","no","cellular",7,"may",1,-1,0,"unknown","1","0"
29,"blue-collar","married","secondary","no",419,"yes","no","cellular",11,"may",3,-1,0,"unknown","Unknown","0"
35,"technician","single","secondary","no",1252,"no","no","cellular",30,"jul",5,138,10,"success","Unknown","1"
32,"blue-collar","married","secondary","no",10184,"yes","no","cellular",27,"may",4,182,1,"failure","Unknown","1"
30,"management","single","secondary","no",1299,"no","no","cellular",14,"aug",2,-1,0,"unknown","1","0"
43,"management","married","secondary","no",111,"yes","yes","telephone",28,"oct",1,-1,0,"unknown","Unknown","1"
31,"blue-collar","married","secondary","no",41,"yes","no","unknown",19,"may",1,-1,0,"unknown","Unknown","0"
55,"technician","married","tertiary","no",1294,"no","no","cellular",28,"jul",1,95,2,"success","Unknown","1"
33,"admin.","single","secondary","no",346,"yes","no","cellular",5,"may",7,350,2,"other","Unknown","0"
34,"management","married","tertiary","no",0,"yes","no","cellular",7,"aug",1,96,2,"success","0","1"
43,"blue-collar","married","primary","no",-41,"no","no","unknown",20,"jun",3,-1,0,"unknown","Unknown","0"
38,"admin.","single","tertiary","no",3835,"yes","no","cellular",10,"feb",1,177,3,"failure","Unknown","0"
53,"management","divorced","tertiary","no",3316,"no","no","cellular",31,"jul",23,-1,0,"unknown","Unknown","0"
51,"admin.","married","secondary","no",167,"no","no","cellular",28,"jan",1,178,2,"failure","Unknown","0"
32,"technician","single","tertiary","no",4758,"yes","no","unknown",21,"may",2,-1,0,"unknown","Unknown","1"
45,"technician","married","secondary","no",263,"no","no","cellular",7,"jul",14,-1,0,"unknown","Unknown","0"
22,"blue-collar","single","secondary","no",716,"no","no","cellular",5,"jun",2,94,1,"success","Unknown","1"
57,"blue-collar","married","primary","no",132,"no","yes","cellular",30,"jul",4,-1,0,"unknown","Unknown","0"
59,"blue-collar","married","primary","no",-557,"no","no","cellular",25,"aug",6,-1,0,"unknown","Unknown","1"
37,"blue-collar","divorced","secondary","no",651,"yes","no","cellular",8,"may",1,336,2,"success","Unknown","0"
54,"admin.","divorced","secondary","no",1710,"no","no","cellular",30,"apr",1,83,2,"other","Unknown","1"
47,"technician","married","secondary","no",930,"no","no","cellular",21,"nov",2,-1,0,"unknown","Unknown","0"
50,"management","married","tertiary","no",6267,"no","no","cellular",25,"jan",1,571,2,"failure","1","1"
38,"technician","divorced","secondary","no",552,"no","no","cellular",29,"jan",3,219,7,"failure","Unknown","0"
50,"blue-collar","married","primary","no",12644,"yes","no","cellular",21,"nov",3,33,1,"failure","0","1"
34,"admin.","married","secondary","no",22,"no","no","cellular",17,"apr",1,360,3,"failure","Unknown","0"
29,"blue-collar","single","tertiary","no",464,"no","no","telephone",27,"may",2,37,1,"success","Unknown","1"
55,"management","married","primary","no",2665,"no","no","cellular",4,"sep",2,92,2,"success","Unknown","1"
35,"admin.","single","tertiary","no",1034,"no","no","cellular",30,"apr",1,83,2,"failure","Unknown","1"
36,"technician","single","tertiary","no",395,"yes","no","cellular",15,"may",1,343,8,"failure","Unknown","0"
31,"technician","married","secondary","no",691,"no","no","cellular",2,"feb",2,177,2,"failure","Unknown","0"
43,"management","married","tertiary","no",405,"no","no","cellular",22,"jul",7,-1,0,"unknown","Unknown","0"
58,"admin.","divorced","secondary","no",3370,"yes","no","telephone",8,"oct",2,718,3,"failure","Unknown","1"
51,"blue-collar","divorced","secondary","yes",56,"yes","yes","cellular",20,"nov",2,-1,0,"unknown","Unknown","0"
52,"technician","married","secondary","no",190,"yes","yes","cellular",27,"may",2,97,1,"success","Unknown","0"
29,"blue-collar","married","secondary","no",3476,"no","no","cellular",2,"jun",2,123,2,"failure","Unknown","0"
60,"technician","married","secondary","no",808,"yes","no","cellular",9,"feb",1,564,7,"other","Unknown","1"
33,"admin.","single","secondary","no",2497,"yes","no","cellular",20,"nov",2,-1,0,"unknown","0","0"
52,"management","single","tertiary","no",857,"no","no","cellular",8,"may",1,354,2,"failure","Unknown","0"
42,"blue-collar","single","secondary","no",1306,"yes","no","unknown",15,"may",1,-1,0,"unknown","Unknown","0"
42,"technician","divorced","secondary","no",2277,"no","no","cellular",16,"apr",5,156,2,"other","0","0"
28,"admin.","married","secondary","no",1547,"no","no","cellular",9,"sep",1,264,4,"success","Unknown","1"
27,"technician","single","secondary","no",842,"no","no","cellular",30,"jul",1,92,1,"other","Unknown","0"
39,"management","single","tertiary","no",2429,"yes","no","cellular",4,"may",3,250,2,"failure","Unknown","1"
35,"blue-collar","married","secondary","no",259,"yes","yes","cellular",6,"apr",2,318,1,"failure","Unknown","0"
40,"technician","single","secondary","no",566,"no","no","cellular",20,"nov",1,93,2,"failure","Unknown","0"
28,"admin.","married","secondary","no",-381,"yes","yes","cellular",7,"may",2,346,2,"failure","Unknown","0"
30,"blue-collar","single","unknown","no",315,"yes","no","cellular",17,"apr",1,-1,0,"unknown","Unknown","0"
38,"technician","married","secondary","no",315,"no","no","cellular",5,"aug",1,187,6,"success","Unknown","1"
35,"management","single","tertiary","no",2646,"no","no","cellular",14,"apr",8,178,2,"success","0","1"
43,"blue-collar","divorced","primary","no",-55,"yes","no","unknown",16,"may",2,-1,0,"unknown","Unknown","0"
29,"blue-collar","married","secondary","no",3343,"no","no","cellular",1,"sep",1,96,4,"failure","Unknown","0"
36,"technician","married","primary","no",3182,"yes","no","cellular",16,"apr",1,274,3,"other","Unknown","0"
42,"blue-collar","married","secondary","no",392,"yes","no","cellular",11,"feb",2,193,2,"success","Unknown","1"
51,"technician","married","secondary","no",2,"yes","yes","cellular",4,"feb",1,209,3,"failure","Unknown","0"
56,"management","divorced","tertiary","no",2098,"no","no","cellular",5,"aug",1,90,6,"failure","Unknown","1"
44,"technician","married","tertiary","no",1991,"no","no","cellular",5,"jun",1,-1,0,"unknown","Unknown","1"
56,"technician","married","tertiary","no",49,"no","no","unknown",20,"jun",3,-1,0,"unknown","Unknown","0"
44,"blue-collar","married","primary","no",-104,"yes","no","cellular",15,"may",1,348,4,"failure","Unknown","1"
35,"management","single","tertiary","no",2987,"yes","no","cellular",18,"nov",1,-1,0,"unknown","Unknown","0"
56,"management","married","primary","no",17,"yes","no","cellular",15,"jul",4,-1,0,"unknown","Unknown","0"
37,"management","married","tertiary","no",0,"no","no","cellular",15,"jan",2,194,1,"other","Unknown","1"
58,"admin.","married","secondary","no",4084,"no","no","cellular",11,"oct",3,367,1,"failure","Unknown","0"
34,"management","single","tertiary","no",569,"no","no","cellular",9,"mar",1,-1,0,"unknown","Unknown","1"
35,"management","single","tertiary","no",1838,"yes","no","cellular",30,"apr",1,9,3,"success","Unknown","1"
36,"admin.","divorced","tertiary","no",130,"yes","no","unknown",26,"may",1,-1,0,"unknown","Unknown","0"
44,"management","married","unknown","no",22,"no","no","cellular",24,"aug",2,-1,0,"unknown","Unknown","0"
40,"blue-collar","married","secondary","no",1691,"yes","no","cellular",19,"nov",2,177,1,"other","Unknown","0"
51,"management","married","tertiary","no",343,"no","no","cellular",12,"feb",1,89,5,"success","Unknown","1"
32,"technician","single","tertiary","no",19,"yes","yes","cellular",18,"aug",5,-1,0,"unknown","Unknown","0"
49,"management","married","tertiary","no",1127,"yes","no","cellular",21,"nov",3,112,2,"other","Unknown","0"
37,"technician","divorced","tertiary","no",1186,"yes","no","cellular",7,"apr",1,139,2,"failure","Unknown","0"
36,"management","married","tertiary","no",0,"yes","no","telephone",23,"oct",1,149,3,"failure","Unknown","1"
42,"management","single","tertiary","yes",0,"yes","no","cellular",21,"nov",1,-1,0,"unknown","Unknown","1"
31,"technician","single","tertiary","no",975,"yes","no","cellular",17,"apr",1,57,2,"failure","Unknown","1"
34,"management","married","tertiary","no",366,"yes","yes","cellular",29,"jan",2,187,3,"failure","Unknown","0"
34,"blue-collar","single","secondary","no",1689,"no","yes","cellular",25,"jul",1,-1,0,"unknown","Unknown","1"
28,"admin.","single","secondary","no",540,"no","yes","cellular",8,"jul",1,-1,0,"unknown","Unknown","0"
50,"admin.","married","secondary","no",9738,"yes","no","cellular",7,"dec",3,366,2,"other","Unknown","1"
52,"technician","married","secondary","no",3434,"no","yes","cellular",8,"aug",2,-1,0,"unknown","Unknown","0"
41,"admin.","divorced","secondary","no",1947,"yes","no","cellular",18,"may",1,355,1,"failure","Unknown","0"
45,"management","married","secondary","no",1076,"no","no","cellular",4,"aug",1,-1,0,"unknown","Unknown","0"
40,"blue-collar","married","unknown","no",619,"yes","yes","cellular",6,"feb",3,254,2,"failure","Unknown","0"
27,"blue-collar","single","secondary","no",519,"no","no","cellular",16,"aug",3,98,4,"success","Unknown","1"
29,"technician","single","tertiary","no",0,"yes","no","cellular",7,"may",2,347,6,"failure","Unknown","1"
50,"blue-collar","married","primary","no",108,"yes","no","cellular",17,"apr",3,337,2,"other","1","0"
30,"management","single","tertiary","no",110,"yes","no","unknown",7,"may",1,-1,0,"unknown","Unknown","0"
45,"technician","married","secondary","no",1073,"yes","no","telephone",22,"jul",1,-1,0,"unknown","Unknown","0"
37,"management","married","tertiary","no",158,"no","no","cellular",24,"aug",1,81,1,"other","1","0"
47,"admin.","married","secondary","no",1318,"yes","no","cellular",14,"oct",1,801,1,"failure","Unknown","0"
31,"technician","single","tertiary","no",1108,"yes","no","cellular",21,"nov",2,162,1,"failure","Unknown","0"
33,"admin.","married","secondary","no",47,"yes","no","cellular",18,"may",5,282,3,"failure","Unknown","0"
32,"technician","married","secondary","no",446,"yes","no","cellular",12,"may",2,-1,0,"unknown","Unknown","0"
47,"technician","married","secondary","no",1184,"yes","no","unknown",11,"sep",1,102,2,"other","Unknown","1"
31,"unknown","married","secondary","no",117,"no","no","cellular",21,"nov",2,95,2,"failure","Unknown","1"
28,"admin.","single","tertiary","no",15,"no","no","cellular",1,"jun",1,-1,0,"unknown","Unknown","0"
34,"technician","married","tertiary","no",156,"no","no","cellular",22,"aug",2,-1,0,"unknown","Unknown","1"
55,"management","divorced","tertiary","no",2236,"yes","yes","telephone",13,"may",5,180,1,"success","Unknown","0"
32,"management","divorced","tertiary","no",874,"yes","no","cellular",10,"dec",1,189,5,"other","Unknown","1"
47,"admin.","married","secondary","no",796,"yes","yes","cellular",18,"nov",1,179,1,"failure","Unknown","0"
53,"management","divorced","secondary","no",964,"no","yes","telephone",22,"dec",1,-1,0,"unknown","Unknown","1"
32,"technician","single","tertiary","no",682,"no","yes","cellular",13,"aug",4,103,4,"failure","Unknown","0"
36,"technician","divorced","secondary","no",72,"yes","no","cellular",12,"may",2,369,3,"failure","Unknown","0"
47,"management","married","tertiary","no",0,"no","yes","cellular",21,"aug",1,-1,0,"unknown","Unknown","1"
49,"blue-collar","married","secondary","no",2004,"no","no","cellular",19,"oct",1,95,1,"success","Unknown","1"
36,"technician","married","secondary","no",1273,"yes","yes","unknown",29,"may",1,-1,0,"unknown","Unknown","0"
57,"admin.","married","secondary","no",5705,"yes","no","cellular",8,"may",1,326,6,"failure","Unknown","1"
40,"admin.","married","secondary","no",832,"yes","no","cellular",17,"apr",1,-1,0,"unknown","Unknown","0"
49,"technician","married","primary","no",1553,"no","no","cellular",14,"jan",1,192,1,"other","Unknown","0"
44,"blue-collar","divorced","unknown","no",281,"no","no","cellular",3,"feb",4,193,5,"other","0","0"
27,"admin.","single","primary","no",554,"yes","yes","cellular",18,"may",2,311,2,"failure","Unknown","0"
42,"blue-collar","married","secondary","no",211,"yes","yes","unknown",29,"may",2,-1,0,"unknown","Unknown","0"
31,"admin.","married","secondary","no",864,"yes","no","cellular",3,"jul",2,242,4,"failure","Unknown","0"
42,"technician","married","secondary","yes",-187,"yes","no","cellular",6,"aug",7,-1,0,"unknown","Unknown","0"
46,"blue-collar","married","secondary","no",634,"yes","no","cellular",11,"sep",2,126,2,"failure","Unknown","1"
32,"technician","married","secondary","no",4,"no","no","cellular",4,"feb",2,263,4,"failure","1","0"
33,"technician","single","secondary","no",1305,"yes","no","cellular",18,"may",2,342,3,"success","Unknown","0"
54,"admin.","married","secondary","no",3766,"no","yes","cellular",18,"nov",2,122,1,"other","Unknown","0"
49,"technician","divorced","secondary","no",188,"yes","no","unknown",28,"may",8,-1,0,"unknown","0","0"
33,"management","single","tertiary","no",635,"yes","no","cellular",4,"feb",1,263,7,"other","Unknown","0"
35,"management","married","tertiary","yes",0,"yes","yes","cellular",21,"nov",1,-1,0,"unknown","Unknown","0"
34,"management","single","tertiary","no",7958,"yes","no","cellular",20,"apr",3,152,1,"failure","Unknown","0"
46,"admin.","divorced","tertiary","no",871,"yes","no","unknown",8,"may",2,-1,0,"unknown","0","0"
49,"technician","married","secondary","no",896,"no","no","cellular",21,"dec",7,130,2,"failure","Unknown","0"
29,"technician","married","secondary","no",98,"no","yes","cellular",3,"feb",3,-1,0,"unknown","Unknown","1"
33,"blue-collar","single","tertiary","no",672,"no","no","cellular",9,"feb",1,88,1,"success","Unknown","1"
43,"blue-collar","married","primary","no",362,"no","yes","unknown",20,"jun",5,-1,0,"unknown","Unknown","0"
34,"blue-collar","married","secondary","no",3218,"yes","no","cellular",17,"apr",2,-1,0,"unknown","Unknown","0"
29,"management","married","tertiary","no",1407,"yes","no","cellular",29,"jan",2,250,3,"failure","Unknown","0"
37,"management","married","tertiary","no",8393,"yes","no","cellular",5,"may",2,357,1,"failure","Unknown","0"
55,"technician","single","unknown","no",760,"no","no","unknown",9,"jun",1,-1,0,"unknown","Unknown","0"
35,"technician","married","secondary","no",1300,"no","no","cellular",27,"may",1,41,2,"other","Unknown","1"
59,"blue-collar","married","primary","no",628,"no","no","cellular",4,"feb",3,221,2,"other","Unknown","0"
33,"blue-collar","married","secondary","no",0,"yes","no","cellular",28,"jan",1,279,1,"other","0","0"
23,"management","single","tertiary","no",385,"no","no","unknown",28,"aug",1,-1,0,"unknown","Unknown","0"
31,"admin.","single","secondary","no",268,"no","no","cellular",27,"jul",2,183,1,"success","Unknown","0"
47,"admin.","married","secondary","no",0,"no","yes","cellular",10,"feb",2,96,2,"other","Unknown","0"
43,"blue-collar","married","secondary","no",1142,"yes","no","cellular",2,"feb",3,275,2,"failure","Unknown","0"
71,"technician","married","secondary","no",2990,"no","no","telephone",30,"jul",1,281,3,"failure","Unknown","1"
57,"management","married","tertiary","no",2735,"no","no","cellular",11,"mar",2,-1,0,"unknown","1","1"
29,"technician","single","secondary","no",108,"no","no","cellular",12,"feb",2,183,4,"success","Unknown","1"
58,"management","divorced","tertiary","no",51,"yes","no","cellular",21,"nov",4,162,4,"failure","Unknown","0"
43,"management","divorced","tertiary","no",2462,"no","no","cellular",22,"mar",2,176,4,"success","0","1"
44,"technician","married","tertiary","no",1909,"yes","yes","cellular",3,"nov",2,80,2,"failure","Unknown","0"
39,"blue-collar","single","secondary","no",1605,"yes","no","cellular",20,"apr",1,642,1,"failure","Unknown","1"
37,"technician","married","secondary","no",5217,"yes","no","cellular",17,"nov",2,169,4,"failure","0","1"
43,"technician","married","tertiary","no",1177,"yes","yes","cellular",18,"nov",1,99,3,"failure","1","0"
47,"management","married","secondary","yes",0,"no","yes","cellular",22,"aug",9,-1,0,"unknown","Unknown","0"
55,"technician","married","unknown","no",238,"yes","no","cellular",2,"aug",3,269,1,"success","Unknown","1"
43,"admin.","divorced","secondary","no",1065,"yes","no","cellular",12,"may",1,356,1,"failure","Unknown","0"
36,"admin.","married","secondary","no",2346,"yes","no","cellular",15,"may",3,301,1,"failure","0","0"
34,"blue-collar","single","secondary","no",14093,"yes","no","unknown",3,"jun",3,-1,0,"unknown","Unknown","0"
53,"management","married","secondary","no",2720,"no","no","cellular",5,"mar",1,106,1,"failure","Unknown","1"
36,"technician","married","secondary","no",4705,"no","no","cellular",2,"apr",1,129,2,"failure","Unknown","0"
31,"technician","single","secondary","no",141,"no","no","cellular",26,"may",1,276,2,"other","Unknown","1"
40,"admin.","single","secondary","no",101,"yes","no","cellular",11,"aug",1,470,1,"success","Unknown","1"
36,"management","married","tertiary","no",287,"no","yes","cellular",5,"aug",1,-1,0,"unknown","Unknown","0"
32,"management","single","tertiary","no",648,"no","no","telephone",24,"dec",1,201,1,"failure","Unknown","0"
45,"blue-collar","married","secondary","no",1624,"yes","no","cellular",17,"apr",1,-1,0,"unknown","Unknown","0"
38,"admin.","married","tertiary","no",689,"yes","yes","cellular",31,"jul",2,-1,0,"unknown","Unknown","0"
54,"management","divorced","tertiary","no",5694,"no","no","cellular",21,"oct",1,88,4,"success","Unknown","1"
29,"management","single","tertiary","no",-238,"yes","no","unknown",19,"may",1,-1,0,"unknown","Unknown","0"
